Name,Link to the dish,Ingredients,Making Steps,Ingredients_without_quantity
양배춧국,http://www.lampcook.com/food/food_fusion_view.php?idx_no=351,"실파(1뿌리), 된장(4큰술), 다진마늘(1큰술), 물(6컵), 다시마(1장), 멸치(한줌)","1. 양배추는 두꺼운 부분을 도려내고 가로 5㎝ 길이로 채썰고, 실파는 송송 썬다. 2. 모시조개는 소금물에 담가 해감을 토하게 한다. 3. 냄비에 물을 붓고 다시마와 멸치를 넣어 끓으면 불을 끄고 체에 면보를 깔아 건더기를 걸러내 다시물을 준비한다. 4. 다시물에 된장을 풀어 다시 한번 끓인 다음 양배추, 모시조개를 넣고 다진 마늘을 넣어 한소끔 끓인다. 5. 그릇에 담아 송송 썬 실파를 얹어 낸다.","실파, 된장, 다진마늘, 물, 다시마, 멸치"
우거지된장찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=463,"식용유(1큰술), 쇠고기(100g), 청고추(2개), 홍고추(1개), 대파(1뿌리), 쌀뜨물(9컵), 마늘(2쪽), 생강(1/3개), 간장(1/2큰술)","1. 우거지는 깨끗이 다듬어 끓는 물에 푹 삶은 뒤 찬물에 담가 냄새를 뺀다. 2. 쇠고기는 기름기가 많은 것으로 골라 먹기 좋은 크기로 얄팍하게 저며 썬다. 3. 청고추와 홍고추는 꼭지를 딴 뒤 송송 썰어 씨와 함께 다져놓는다. 파는 어슷썰고 마늘과 생강은 곱게 다진다. 4. 그릇에 물기를 뺀 ①을 넣고 된장 4큰술과 다진 마늘, 식용유 1큰술을 넣어 무친다. 5. 냄비에 기름을 두르고 쇠고기를 넣어 볶다가 무쳐놓은 우거지를 넣고 함께 볶은 후 쌀뜨물을 붓고 약불에서 은근히 끓인다. 6. 찌개가 끓으면 다진 청고추와 홍고추, 어슷썬 파를 넣고 간장으로 심심하게 간을 맞춘다.","식용유, 쇠고기, 청고추, 홍고추, 대파, 쌀뜨물, 마늘, 생강, 간장"
꽃게찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=468,"애호박(1/2개), 무(1/3개), 느타리버섯(20g), 청고추(1개), 홍고추(1개), 대파(1/2뿌리), 고추장(2큰술), 고춧가루(2큰술), 다진마늘(1/2큰술), 다진생강(1작은술), 국간장(2큰술), 소금(약간), 후춧가루(약간)","1. 꽃게는 솔로 문질러 씻어 등딱지를 떼고 모래주머니를 제거한다. 집게발은 떼서 끝을 다듬고, 몸통은 4토막으로 자른다. 2. 애호박은 0.5cm 두께로 반달썰고, 무는 2cm x 2cm로 얇게 썬다. 3. 풋고추, 홍고추, 대파는 깨끗이 씻어 어슷썰고 느타리버섯은 흔들어 씻어 큰 것은 길이대로 적당히 찢어놓는다. 4. 냄비에 물 3컵을 붓고 체에 고추장을 걸러 푼 다음 썰어둔 무를 넣고 한소끔 끓인다. 5. 무가 어느 정도 익으면 준비한 꽃게, 느타리버섯, 고추, 다진 마늘, 생강을 넣고 끓이다가 애호박, 대파, 고춧가루를 넣고 끓인다. 6. 재료가 다 익어 맛이 어우러지면 위에 떠오르는 거품을 걷어내고 국간장, 소금, 후춧가루로 간을 맞춰 살짝 끓여 낸다.","애호박, 무, 느타리버섯, 청고추, 홍고추, 대파, 고추장, 고춧가루, 다진마늘, 다진생강, 국간장, 소금, 후춧가루"
생태매운탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=303,"호박(30g), 두부(50g), 팽이버섯(1/2봉지), 미나리(50g), 청고추(1/2개), 홍고추(1/2개), 대파(1/2뿌리), 멸치다시물(3컵), 소금(약간), 후춧가루(약간), 진간장(약간), 고춧가루(3큰술), 다진마늘(3큰술), 양파즙(2큰술), 무즙(2큰술)","1. 생태는 비늘을 긁어내고 지느러미와 내장을 제거한 뒤 깨끗이 씻어 토막낸다. 머리 부분도 버리지 말고 함께 끓인다. 2. 바지락 은 모래가 많기 때문에 소금물에 담가 해감시킨 후 씻는다. 3. 무, 두부, 호박은 납작 썰어 준비한다. 4. 팽이버섯은 끝부분만을 자른 뒤 흐르는 물에 씻어 적당하게 갈라두고 미나리는 다듬어 소금물에 담가 지저분한 것들을 제거한 뒤 깨끗이 씻어 6~7cm 길이로 썬다. 5. 청고추, 홍고추는 어슷썰어 씨를 털어낸다. 대파는 다듬어 큼직하게 어슷썬다. 6. 고춧가루에 양파즙, 무즙, 조미술, 간장, 다진 마늘, 다진 생강, 후춧가루를 넣어 찌개 양념장을 만든다.","호박, 두부, 팽이버섯, 미나리, 청고추, 홍고추, 대파, 멸치다시물, 소금, 후춧가루, 진간장, 고춧가루, 다진마늘, 양파즙, 무즙"
팥시루떡,http://www.lampcook.com/food/food_fusion_view.php?idx_no=365,"물(10큰술), 밀가루(적당량), 소금(2큰술)",1. 멥쌀과 찹쌀은 불린 다음 소금 1큰술을 넣고 곱게 빻는다. 2. ①에 물을 10큰술 정도 넣어 손으로 비비면서 다시 한 번 체에 내린다. 3. 팥은 물을 붓고 푹 삶는다. 4. 충분히 물러졌으면 남은 물을 따라내고 잠깐 불에 올려 뜸을 들인 후 소금 1큰술과 함께 절구에 넣고 팥알이 부서지도록 대강 찧는다. 5. 시루에 면보를 깔고 ④의 팥고물을 평평하게 깐 다음 ②의 쌀가루를 2cm 두께로 번갈아 안쳐 김 오른 솥 위에 시루째 올린다. 6. 김이 새지 않도록 솥과 시루 사이에 밀가루 반죽을 붙인다.,"물, 밀가루, 소금"
꽃상추쌈,http://www.lampcook.com/food/food_fusion_view.php?idx_no=116,"다진쇠고기(100g), 다진양파(1/2개), 간장(1큰술), 설탕(1/2큰술), 다진파(약간), 다진마늘(약간), 깨소금(약간), 참기름(약간), 고추장(약간)","1. 쇠고기, 양파는 다져서 준비한다.(양파는 다진 후 물기를 제거한다) 2. ①의 재료에 불고기 양념(간장 1/2큰술, 설탕 1/4큰술, 참기름, 깨소금, 다진 마늘, 다진 파)을 약하게 하여 고슬고슬하게 볶는다. 3. 뜨거운 밥을 준비하여 ②의 재료와 깨소금등을 넣어 양념한다. 4. 상추는 한 입 크기 정도로 손으로 찢어 준비한다. 5. 밥이 어느정도 식으면 한 입 크기로 찢어놓은 상추에 밥을 동글게 빚어 그 위에 올려놓는다. 6. 먹기 직전에 고추장을 약간 뿌린다.","다진쇠고기, 다진양파, 간장, 설탕, 다진파, 다진마늘, 깨소금, 참기름, 고추장"
무쌈말이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=65,"비트(1개), 오이(1/2개), 게맛살(2개), 파프리카(1개), 네모난햄(6장), 무순(1팩), 계란(2개), 땅콩버터(2와1/2큰술), 꿀(1큰술), 설탕(1큰술), 식초(1과1/2큰술), 깨소금(1큰술), 레몬즙(1큰술)","1. 비트는 칼로 잘 깎아 믹서기에 곱게 갈아둔다. 2. 절임 무는 갈아 놓은 비트에 물을 들인다.(밀폐용기에 무를 담고 비트를 담고 꾸욱 눌러주면 물에 물이 든다) 3. 오이는 돌려깎기해서 썰고 당근, 파프리카, 표고버섯, 햄은 채썰어 준비한다. 4. 계란은 지단을 부쳐 식으면 채썬다. 5. 준비한 채소들은 볶아 한 김 나가게 식혀둔다. 6. 비트에 절인 무는 물기를 제거하고 준비한 채소들을 담고 돌돌 말아준다.","비트, 오이, 게맛살, 파프리카, 네모난햄, 무순, 계란, 땅콩버터, 꿀, 설탕, 식초, 깨소금, 레몬즙"
홍합탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=299,"실파(1뿌리), 물(약간), 다진마늘(1작은술), 소금(약간)","1. 홍합은 싱싱한 것으로 준비해 껍질에 붙어있는 지저분한 수염을 떼어내고 연한 소금물에 담가 해감시킨다. 2. 대파는 어슷썰고 홍고추도 어슷썰어 물에 헹구어 씨를 뺀다. 실파는 3~4cm 길이로 썬다. 3. 냄비에 분량의 물과 홍합을 넣고 한소끔 끓으면 다진 마늘, 대파, 홍고추, 실파를 넣고 끓이면서 떠오르는 거품을 걷어내고 소금으로 간을 맞춘다.","실파, 물, 다진마늘, 소금"
오징어삼겹살볶음,http://www.lampcook.com/food/food_fusion_view.php?idx_no=157,"옥수수통조림(1/2캔), 양파(1개), 실파(3뿌리), 청고추(1/2개), 홍고추(1/2개), 고추장(5큰술), 미림(1큰술), 설탕(1큰술), 다진마늘(약간), 다진생강(약간), 물엿(3큰술), 참기름(약간)","1. 옥수수통조림은 체에 받쳐 물기를 빼놓는다. 2. 오징어는 깨끗이 씻어 껍질을 벗기고, 몸통에 안쪽으로 사선으로 칼집을 넣는다. 3. 삼겹살은 먹기 좋은 크기로 썰어 놓는다. 4. 실파는 4cm 길이로 썰어 놓고, 청고추, 홍고추는 송송 썰어 놓으며 양파는 채썰어 놓는다. 5. 위의 재료를 모두 섞고 양념을 분량대로 넣어 버무려주고, 프라이팬에 물기 없이 볶아 낸다.","옥수수통조림, 양파, 실파, 청고추, 홍고추, 고추장, 미림, 설탕, 다진마늘, 다진생강, 물엿, 참기름"
서리태콩국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=79,"오이(1/4개), 토마토(1/4개), 참깨(1큰술), 소금(약간)","1. 서리태콩은 잘 씻은 후 하룻밤 동안 불려둔다. 2. 냄비에 물을 넉넉히 붓고 불린 콩을 삶는다. 3. 삶은 콩은 찬물에 헹군 후 손으로 비벼서 껍질을 말끔히 벗기고 건진다. 4. 콩을 물과 함께 곱게 간 다음 고운 체에 걸러서 소금으로 간을 한다. (물은 기호에 따라 넣는다) 5. 국수는 삶아 냉동된 차가운 물에 충분히 헹구어 사리를 만들어 놓는다. 6. 그릇에 국수 사리를 담고 서리태 콩국수를 부은 후 오이와 토마토, 참깨를 뿌려 먹는다.","오이, 토마토, 참깨, 소금"
해파리냉채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=477,"토마토(2개), 다진마늘(3큰술), 식초(1/2컵), 육수(1/2컵), 설탕(3큰술), 간장(1/2큰술), 소금(1큰술), 참기름(1큰술)","1. 해파리는 먼저 소금물에서 3시간 정도 우려서 짠맛을 뺀 뒤 냉수에 헹궈 50℃ 정도의 따뜻한 물에 담근다. 해파리가 쪼글쪼글해지면 다시 물을 갈아 담갔다가 소쿠리에 건져 물기를 꼭 짠다. 2. 넓고 큰 것은 가로 세로 10cm 정도로 잘라 둥글게 말아 가늘게 채썬다. 찬물에 헹궈내어 물기를 꼭 짜서 냉장고에 차게 둔다. 3. 오이는 굵은 소금으로 문질러 씻은 후 가늘게 채썰어 찬물에 10분 정도 담갔다 건진다. 4. 게맛살은 채썬 해파리와 같은 굵기로 결대로 찢는다. 5. 곁들일 토마토는 단면으로 약간 도톰하게 썬다. 6. 소스는 다진 마늘에 분량의 식초, 육수, 설탕, 간장, 소금, 참기름을 넣고 고루 섞는다.","토마토, 다진마늘, 식초, 육수, 설탕, 간장, 소금, 참기름"
계란말이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=441,"다진파(1큰술), 다진마늘(1작은술), 물(1컵), 식용유(2큰술), 다시마(5cm), 소금(1작은술), 후춧가루(약간)","1. 계란을 그릇에 깨뜨려 넣고, 분량의 소금과 후추를 넣어 젓가락으로 섞는다. 2. 물 1컵과 다시마 끓인 국물을 걸러내고 차게 식힌다. ①의 계란에 붓고 거품기로 고루 섞는다. 다진 파와 다진 마늘을 넣고 더 섞는다. 3. 사각 팬에 기름을 두르고 달구어지면 계란물을 2/3정도 붓고 젓가락으로 저어 꾸덕꾸덕해지면 도톰하게 만든다. 4. 다시 팬에 기름을 두르고 나머지 계란물을 부어 완전히 익기 직전에 접는다. 5. 김발에 싸서 두었다가 완전히 식으면 도톰하게 썬다.","다진파, 다진마늘, 물, 식용유, 다시마, 소금, 후춧가루"
냉면,http://www.lampcook.com/food/food_fusion_view.php?idx_no=527,"쇠고기(300g), 오이(1개), 배(1개), 계란(2개), 동치미무(1개), 식초(2큰술), 설탕(1큰술), 소금(약간)","1. 쇠고기는 삶아 건져 편육으로 썰고 국물은 식혀 기름을 걷어 육수로 준비한다. 2. 동치미무는 길쭉하고 얇게 썰고 오이는 어슷썰어 소금에 20분 동안 절였다가 물기를 꼭 짜서 살짝 볶는다. 3. 배는 납작하게 썰고 계란은 삶아 반 가른다. 4. 육수와 동치미국물을 섞어 소금과 설탕, 식초로 간을 맞춰 차게 둔다. 5. 냉면국수는 삶아 찬물에 비벼 빨듯이 헹군다. 6. 대접에 면을 담고 편육과 무, 오이, 배, 계란을 얹은 후 육수를 부어 낸다.","쇠고기, 오이, 배, 계란, 동치미무, 식초, 설탕, 소금"
해물잡채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=362,"양파(1개), 청피망(1개), 홍피망(1개), 식용유(약간), 당근(1/2개), 간장(1큰술), 설탕(1작은술), 참기름(1큰술), 소금(약간), 굴소스(1큰술)","1. 오징어는 껍질을 벗기고 칼집을 넣어 썰고 5cm x 1cm 크기로 썰고 낙지는 7~8cm 길이로 썬다. 2. 새우는 껍질을 벗기고 등 쪽의 내장을 꺼낸다. 조갯살도 잘 씻어낸다. 3. 양파, 청피망, 홍피망, 당근은  채썰어 식용유를 두른 팬에 재빨리 볶아낸다. 4. 끓는 물에 해물을 넣어 살짝 데친다. 5. 당면은 삶은 후 물기를 빼고 썰어 간장, 설탕, 참기름으로 무쳐놓는다. 6. 식용유를 두른 팬에 양념한 당면을 볶고 채소와 해산물을 넣어 볶는다.","양파, 청피망, 홍피망, 식용유, 당근, 간장, 설탕, 참기름, 소금, 굴소스"
닭강정,http://www.lampcook.com/food/food_fusion_view.php?idx_no=440,"녹말(4큰술), 깨소금(약간), 진간장(4큰술), 마늘(2작은술), 후춧가루(약간), 고추장(2큰술), 물엿(2큰술), 술(3큰술)","1. 닭은 먹기 좋게 토막 내어 진간장, 다진 마늘, 후춧가루로 밑간을 해 놓는다. 2. 간이 밴 닭고기에 녹말가루를 묻혀 180°C 의 기름에 노릇하게 튀겨 낸다. 3. 냄비에 분량의 양념 재료를 넣고 물 2큰술을 부어 끓이다가 튀긴 닭을 넣고 윤기 나게 바짝 조린다. 도중에 조림장을 끼얹어 속까지 간이 배게 한다. 4. 닭강정을 접시에 담고 통깨를 뿌린다.","녹말, 깨소금, 진간장, 마늘, 후춧가루, 고추장, 물엿, 술"
오이소박이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=474,"다진파(1큰술), 다진마늘(1큰술), 다진생강(1작은술), 소금(약간), 고춧가루(1컵), 설탕(1큰술), 진간장(3큰술), 청주(1큰술), [절임용 소금물] 소금(2컵), 물(10컵)","1. 오이는 굵은 소금으로 문질러 씻어 5cm 길이로 잘라 십자로 칼집을 넣는다. 2. 오이가 잠길 정도의 물에 굵은 소금을 풀어 소금물을 만들어 오이를 담가 30분 정도 절인 후 마른 행주로 물기를 닦는다. 3. 부추는 씻어 가지런히 잡고 잘게 송송 썬다. 4. 넓은 그릇에 분량의 고춧가루를 담고 물을 조금씩 부어가며 되직하게 개어 다진 파, 다진 마늘, 다진 생강과 송송 썬 부추를 넣고 소금과 설탕으로 간을 맞춰 버무린다. 5. 오이의 칼집이 벌어지게 한 후 ④의 소를 빠지지 않게 채운다. 6. 준비해둔 통에 오이를 길이대로 눕혀 차곡차곡 담고 남은 소를 위에 얹는다.","다진파, 다진마늘, 다진생강, 소금, 고춧가루, 설탕, 진간장, 청주, [절임용 소금물] 소금, 물"
떡잡채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=279,"신김치(100g), 양파(1/2개), 피망(1/2개), 당근(30g), 참기름(약간), 깨소금(약간), 소금(약간), 통깨(약간)","1. 흰떡은 6cm 길이, 0.5cm 폭으로 채썰어 참기름과 간장을 섞어 만든 유장으로 골고루 버무려 놓는다. 2. 쇠고기는 불고기용으로 준비하여 채썰어 고기 양념을 한다. 3. 양파, 피망, 당근도 손질하여 흰 떡과 같은 길이로 가늘게 채썬다. 4. 팬에 기름을 넉넉히 두르고 뜨겁게 달군 다음 양념한 고기를 넣어 볶다가 채소와 김치를 넣고 함께 볶는다. 5. 고기와 채소가 거의 익으면 흰 떡을 넣어 고루 섞으면서 볶다가 참기름을 두르고 통깨를 훌훌 뿌린다.","신김치, 양파, 피망, 당근, 참기름, 깨소금, 소금, 통깨"
콩나물잡채,http://www.lampcook.com/food/food_fusion_view.php?idx_no=495,"양파(1/2개), 당근(1/2개), 미나리(1단), 계란(2개), 식용유(2큰술), 소금(약간), 깨소금(약간), 참기름(2큰술), 진간장(2큰술), 설탕(2작은술), 다진파(약간), 다진마늘(약간), 후춧가루(약간)","1. 깨끗이 다듬은 콩나물은 냄비에 안치고 소금을 조금 넣은 후 물 1컵을 붓고 삶는다. 7분 정도 지나면 체에 밭쳐 물기를 뺀다. 2. 물에 불린 표고와 쇠고기는 채썰어 갖은 양념(간장, 설탕, 다진 파, 마늘, 후춧가루, 깨소금) 한다. 3. 미나리는 다듬어 5cm 길이로 썰어 놓는다. 4. 양파와 당근은 채썰어 소금에 절여놓고 계란은 풀어 지단을 부쳐 채썬다. 5. 당근, 미나리를 각각 볶아내고 양념해둔 표고와 쇠고기도 볶는다. 6. 삶은 콩나물에 참기름 1/2큰술과 소금으로 무친다.","양파, 당근, 미나리, 계란, 식용유, 소금, 깨소금, 참기름, 진간장, 설탕, 다진파, 다진마늘, 후춧가루"
통배추김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=476,"물(1컵), 실파(1단), 배(1개), 대파(5뿌리), 소금(5컵), 고춧가루(5컵), 마늘(10쪽), 생강(3쪽), 설탕(1큰술), 깨소금(1/2컵), 소금(3컵)","1. 배추는 고를 때 속이 꽉차고 묵직한 것으로 골라 큰 것은 4등분 작은 것은 2등분한다. 농도가 15% 정도 된 소금물에 담갔다가 꺼낸 후 굵은소금을 뿌려 5~6시간동안 절여둔다. 2. 잘 절여진 배추는 여러 개의 양푼에 물을 담아 순서대로 흔들어 씻은 후 물기를 빼고 심을 잘라 정리한다. 3. 미지근한 물 1컵에 고춧가루를 넣고 잘 섞어 불린다. 4. 무, 배는 4~5cm 길이로 채썰고 미나리, 실파는 4cm 길이로 썬다. 굵은 파는 어슷썬다. 5. 깨끗이 씻어 껍질을 벗긴 마늘과 생강을 절구에 조금씩 넣어 가면서 곱게 찧는다. 6. 불린 고춧가루에 갖은 양념을 넣어 버무리고 준비한 채소를 전부 넣어 속을 만든다.","물, 실파, 배, 대파, 소금, 고춧가루, 마늘, 생강, 설탕, 깨소금, 소금"
